X,Y,OBJECTID,ROWID_,DAY_OF_WEEK,HOLIDAY,WEEK_OF_YEAR,MONTH_OF_YEAR,ISSUE_TIME,VIOLATION_CODE,VIOLATION_DESCRIPTION,LOCATION,RP_PLATE_STATE,BODY_STYLE,ADDRESS_ID,STREETSEGID,XCOORD,YCOORD,TICKET_ISSUE_DATE
-76.964778117899996,38.934546718599996,1881111,,,,,,,P361,COMMERCIAL MOTOR VEHICLE - NOT OUT OF SERVICE,BLOCK   3100 RHODE ISLAND AVE NE,MD,,806865,5890,403054,140740,2017-09-12T10:01:00.000Z
-76.964778117899996,38.934546718599996,1881112,,,,,,,P360,COMMERCIAL MOTOR VEHICLE - OUT OF SERVICE,BLOCK   3100 RHODE ISLAND AVE NE,MD,,806865,5890,403054,140740,2017-09-12T10:08:00.000Z
-76.964778117899996,38.934546718599996,1881113,,,,,,,P361,COMMERCIAL MOTOR VEHICLE - NOT OUT OF SERVICE,BLOCK   3100 RHODE ISLAND AVE NE,MD,,806865,5890,403054,140740,2017-09-12T10:46:00.000Z
-76.964778117899996,38.934546718599996,1881114,,,,,,,P360,COMMERCIAL MOTOR VEHICLE - OUT OF SERVICE,BLOCK   3100 RHODE ISLAND AVE NE,MD,,806865,5890,403054,140740,2017-09-12T11:05:00.000Z
-77.001466569900003,38.909986317300003,1881115,,,,,,,P360,COMMERCIAL MOTOR VEHICLE - OUT OF SERVICE,BLOCK    300 NEW YORK AVE NE EASTB*,IN,,806455,5546,399873,138013,2017-09-18T08:28:00.000Z
-77.001466569900003,38.909986317300003,1881116,,,,,,,P361,COMMERCIAL MOTOR VEHICLE - NOT OUT OF SERVICE,BLOCK    300 NEW YORK AVE NE EASTB*,MD,,806455,5546,399873,138013,2017-09-21T09:45:00.000Z
-76.964778117899996,38.934546718599996,1881117,,,,,,,P360,COMMERCIAL MOTOR VEHICLE - OUT OF SERVICE,BLOCK   3100 RHODE ISLAND AVE NE,MD,,806865,5890,403054,140740,2017-09-22T08:47:00.000Z
-76.964778117899996,38.934546718599996,1881118,,,,,,,P360,COMMERCIAL MOTOR VEHICLE - OUT OF SERVICE,BLOCK   3100 RHODE ISLAND AVE NE,DC,,806865,5890,403054,140740,2017-09-22T09:54:00.000Z
-76.964778117899996,38.934546718599996,1881119,,,,,,,P360,COMMERCIAL MOTOR VEHICLE - OUT OF SERVICE,BLOCK   3100 RHODE ISLAND AVE NE,MD,,806865,5890,403054,140740,2017-09-22T10:24:00.000Z
-77.054392820800004,38.961140822899999,1881120,,,,,,,P190,FAIL TO REGISTER APPORTIONABLE VEHICLE UNDER IRP,BLOCK   2700 MILITARY RD NW,MD,,808398,7189,395286,143693,2017-09-26T10:24:00.000Z
-77.054392820800004,38.961140822899999,1881121,,,,,,,P361,COMMERCIAL MOTOR VEHICLE - NOT OUT OF SERVICE,BLOCK   2700 MILITARY RD NW,MD,,808398,7189,395286,143693,2017-09-26T10:34:00.000Z
-77.016720705899999,38.910831914100001,1881122,,,,,,,P360,COMMERCIAL MOTOR VEHICLE - OUT OF SERVICE,BLOCK   1500 NEW JERSEY AVE NW,MD,,802813,2304,398550,138107,2017-09-29T09:41:00.000Z
-77.035557106200002,38.903747137400003,1881123,,,,,,,P014,EMERGENCY NO PARKING,BLOCK   1500 L ST NW  RIGHT LANE,FL,,802185,1829,396916,137321,2017-09-02T06:45:00.000Z
-77.035557106200002,38.903747137400003,1881124,,,,,,,P014,EMERGENCY NO PARKING,BLOCK   1500 L ST NW  RIGHT LANE,DC,,802185,1829,396916,137321,2017-09-02T06:52:00.000Z
-77.034577621099999,38.904702317,1881125,,,,,,,P014,EMERGENCY NO PARKING,BLOCK   1100 15TH ST NW  LEFT LANE,MD,,806141,5270,397001,137427,2017-09-03T07:06:00.000Z
-77.034577621099999,38.904702317,1881126,,,,,,,P014,EMERGENCY NO PARKING,BLOCK   1100 15TH ST NW WEST SIDE,FL,,806141,5270,397001,137427,2017-09-03T07:11:00.000Z
-77.034577621099999,38.904702317,1881127,,,,,,,P014,EMERGENCY NO PARKING,BLOCK   1100 15TH ST NW WEST SIDE,VA,,806141,5270,397001,137427,2017-09-03T07:13:00.000Z
-77.035557106200002,38.903747137400003,1881128,,,,,,,P014,EMERGENCY NO PARKING,BLOCK   1500 L ST NW  RIGHT LANE,NJ,,802185,1829,396916,137321,2017-09-03T07:19:00.000Z
-77.035557106200002,38.903747137400003,1881129,,,,,,,P014,EMERGENCY NO PARKING,BLOCK   1500 L ST NW  RIGHT LANE,NC,,802185,1829,396916,137321,2017-09-03T07:22:00.000Z
-77.035557106200002,38.903747137400003,1881130,,,,,,,P014,EMERGENCY NO PARKING,BLOCK   1500 L ST NW  RIGHT LANE,VA,,802185,1829,396916,137321,2017-09-03T07:26:00.000Z
-77.035557106200002,38.903747137400003,1881131,,,,,,,P014,EMERGENCY NO PARKING,BLOCK   1500 L ST NW  RIGHT LANE,VA,,802185,1829,396916,137321,2017-09-03T07:30:00.000Z
-77.035557106200002,38.903747137400003,1881132,,,,,,,P014,EMERGENCY NO PARKING,BLOCK   1500 L ST NW  RIGHT LANE,MD,,802185,1829,396916,137321,2017-09-03T07:32:00.000Z
-77.035557106200002,38.903747137400003,1881133,,,,,,,P014,EMERGENCY NO PARKING,BLOCK   1500 L ST NW  RIGHT LANE,DC,,802185,1829,396916,137321,2017-09-03T07:33:00.000Z
-77.032617620600007,38.9045317219,1881134,,,,,,,P055,NO PARKING ANYTIME,BLOCK   1100 VERMONT AVE NW WEST S*,MD,,802517,2222,397171,137408,2017-09-03T07:38:00.000Z
-77.050138510500005,38.900147454299997,1881135,,,,,,,P012,DISOBEYING OFFICIAL SIGN,BLOCK    800 23RD ST NW WEST SIDE,AZ,,803179,2635,395651,136922,2017-09-03T08:22:00.000Z
-77.050138510500005,38.900147454299997,1881136,,,,,,,P012,DISOBEYING OFFICIAL SIGN,BLOCK    800 23RD ST NW,VA,,803179,2635,395651,136922,2017-09-03T08:24:00.000Z
-77.050138510500005,38.900147454299997,1881137,,,,,,,P012,DISOBEYING OFFICIAL SIGN,BLOCK    800 23RD ST NW WEST SIDE,DC,,803179,2635,395651,136922,2017-09-03T08:26:00.000Z
-77.050138510500005,38.900147454299997,1881138,,,,,,,P012,DISOBEYING OFFICIAL SIGN,BLOCK    800 23RD ST NW WEST SIDE,MD,,803179,2635,395651,136922,2017-09-03T08:29:00.000Z
-77.050138510500005,38.900147454299997,1881139,,,,,,,P012,DISOBEYING OFFICIAL SIGN,BLOCK    800 23RD ST NW WEST SIDE,MD,,803179,2635,395651,136922,2017-09-03T08:31:00.000Z
-77.050138510500005,38.900147454299997,1881140,,,,,,,P012,DISOBEYING OFFICIAL SIGN,BLOCK    800 23RD ST NW WEST SIDE,MD,,803179,2635,395651,136922,2017-09-03T08:33:00.000Z
-77.050138510500005,38.900147454299997,1881141,,,,,,,P012,DISOBEYING OFFICIAL SIGN,BLOCK    800 23RD ST NW WEST SIDE,VA,,803179,2635,395651,136922,2017-09-03T08:35:00.000Z
-77.050136883199997,38.8978323057,1881142,,,,,,,P012,DISOBEYING OFFICIAL SIGN,BLOCK    700 23RD ST NW WEST SIDE,MD,,801890,1524,395651,136665,2017-09-03T08:38:00.000Z
-77.050136883199997,38.8978323057,1881143,,,,,,,P012,DISOBEYING OFFICIAL SIGN,BLOCK    700 23RD ST NW WEST SIDE,VA,,801890,1524,395651,136665,2017-09-03T08:40:00.000Z
-77.015885368699998,38.887572440900001,1881181,,,,,,,P055,NO PARKING ANYTIME,BLOCK    300 INDEPENDENCE AVE SW N*,MD,,803070,2767,398622,135525,2017-09-01T14:26:00.000Z
-76.964778117899996,38.934546718599996,1880886,,,,,,,P361,COMMERCIAL MOTOR VEHICLE - NOT OUT OF SERVICE,BLOCK   3100 RHODE ISLAND AVE NE W*,PA,,806865,5890,403054,140740,2017-09-06T10:44:00.000Z
-77.062133669900007,38.906816882599998,1880892,,,,,,,P055,NO PARKING ANYTIME,BLOCK   3100 N ST NW SOUTH SIDE,DC,,804497,3875,394611,137663,2017-09-18T05:24:00.000Z
-77.062133669900007,38.906816882599998,1880893,,,,,,,P055,NO PARKING ANYTIME,BLOCK   3100 N ST NW NORTH SIDE,DC,,804497,3875,394611,137663,2017-09-18T05:28:00.000Z
-77.062133669900007,38.906816882599998,1880894,,,,,,,P055,NO PARKING ANYTIME,BLOCK   3200 N ST NW SOUTH SIDE,DC,,804497,3875,394611,137663,2017-09-18T05:32:00.000Z
-77.065199317500003,38.905563051,1880895,,,,,,,P010,OBSTRUCTING CROSSWALK,BLOCK   1200 POTOMAC ST NW WEST SI*,DC,,805797,4964,394345,137524,2017-09-18T05:36:00.000Z
-77.065270099499998,38.907319640099999,1880896,,,,,,,P055,NO PARKING ANYTIME,BLOCK   1300 POTOMAC ST NW EAST SI*,DC,,800762,558,394339,137719,2017-09-18T05:40:00.000Z
-77.046201321400005,38.908580897500002,1880897,,,,,,,P055,NO PARKING ANYTIME,BLOCK   2100 O ST NW NORTH SIDE,DC,,807293,6254,395993,137858,2017-09-18T22:30:00.000Z
-77.055828168100007,38.908126276600001,1880898,,,,,,,P055,NO PARKING ANYTIME,BLOCK   1400 27TH ST NW WEST SIDE,DC,,810905,9348,395158,137808,2017-09-19T04:49:00.000Z
-77.0553096756,38.908558923900003,1880899,,,,,,,P269,NO STANDING ANYTIME,BLOCK   2600 O ST NW SOUTH SIDE,DC,,810228,8759,395203,137856,2017-09-19T04:56:00.000Z
-77.055792304099995,38.906495782299999,1880900,,,,,,,P055,NO PARKING ANYTIME,BLOCK   1300 27TH ST NW EAST SIDE,DC,,801784,1484,395161,137627,2017-09-19T05:02:00.000Z
-77.056438241099997,38.906873822800002,1880901,,,,,,,P269,NO STANDING ANYTIME,BLOCK   2700 N ST NW NORTH SIDE,DC,,810648,9124,395105,137669,2017-09-19T05:09:00.000Z
-77.058663381900004,38.90685471,1880902,,,,,,,P269,NO STANDING ANYTIME,BLOCK   2900 N ST NW SOUTH SIDE,DC,,812562,10796,394912,137667,2017-09-19T05:14:00.000Z
-77.060208293,38.906835907400001,1880903,,,,,,,P055,NO PARKING ANYTIME,BLOCK   3000 N ST NW NORTH SIDE,DC,,805089,4380,394778,137665,2017-09-19T05:18:00.000Z
-77.059217805499998,38.908079565900003,1880904,,,,,,,P055,NO PARKING ANYTIME,BLOCK   1300 30TH ST NW EAST SIDE,DC,,806814,5848,394864,137803,2017-09-19T05:22:00.000Z
-77.059230023200001,38.908908327799999,1880905,,,,,,,P055,NO PARKING ANYTIME,BLOCK   1400 30TH ST NW WEST SIDE,DC,,800297,248,394863,137895,2017-09-19T05:27:00.000Z
-77.0802977126,38.921849738900001,1880906,,,,,,,P020,PARK WITHIN 10 FEET OF A FIRE HYDRANT,BLOCK   4100 BEECHER ST NW SOUTH S*,DC,,813188,11336,393037,139333,2017-09-19T05:40:00.000Z
-77.077050175899998,38.9259326962,1880907,,,,,,,P020,PARK WITHIN 10 FEET OF A FIRE HYDRANT,BLOCK   2700 39TH ST NW WEST SIDE,VA,,807342,6296,393319,139786,2017-09-19T21:30:00.000Z
-77.067854513499995,38.909245954500001,1880908,,,,,,,P050,PARKED WITHIN 25 FEET OF A STOP SIGN,BLOCK   1500 34TH ST NW WEST SIDE,DC,,803067,2765,394115,137933,2017-09-19T21:48:00.000Z
-77.0678295779,38.907273140400001,1880909,,,,,,,P055,NO PARKING ANYTIME,BLOCK   1400 34TH ST NW EAST SIDE,DC,,803185,2641,394117,137714,2017-09-19T21:51:00.000Z
-77.065270099499998,38.907319640099999,1880910,,,,,,,P055,NO PARKING ANYTIME,BLOCK   1300 POTOMAC ST NW EAST SI*,DC,,800762,558,394339,137719,2017-09-19T21:58:00.000Z
-77.076810582299998,38.939039944400001,1880911,,,,,,,P269,NO STANDING ANYTIME,BLOCK   3800 RODMAN ST NW SOUTH SI*,DC,,804108,3538,393341,141241,2017-09-20T04:52:00.000Z
-77.0778392653,38.930409306800001,1880912,,,,,,,P055,NO PARKING ANYTIME,BLOCK   3000 IDAHO AVE NW EAST SIDE,DC,,806077,5219,393251,140283,2017-09-20T05:00:00.000Z
-77.0778392653,38.930409306800001,1880913,,,,,,,P055,NO PARKING ANYTIME,BLOCK   3000 IDAHO AVE NW WEST SIDE,DC,,806077,5219,393251,140283,2017-09-20T05:05:00.000Z
-77.0778392653,38.930409306800001,1880914,,,,,,,P269,NO STANDING ANYTIME,BLOCK   3000 IDAHO AVE NW EAST SIDE,DC,,806077,5219,393251,140283,2017-09-20T05:09:00.000Z
-77.076286581,38.923636074900003,1880915,,,,,,,P269,NO STANDING ANYTIME,BLOCK   3800 DAVIS PL NW NORTH SIDE,DC,,806246,5368,393385,139531,2017-09-20T05:24:00.000Z
-77.060208293,38.906835907400001,1880916,,,,,,,P055,NO PARKING ANYTIME,BLOCK   3000 N ST NW NORTH SIDE,DC,,805089,4380,394778,137665,2017-09-25T21:51:00.000Z
-77.052070660300004,38.909650422299997,1880917,,,,,,,P269,NO STANDING ANYTIME,BLOCK   2300 P ST NW SOUTH SIDE,DC,,805558,4766,395484,137977,2017-09-25T22:03:00.000Z
-77.055828168100007,38.908126276600001,1880918,,,,,,,P055,NO PARKING ANYTIME,BLOCK   1400 27TH ST NW WEST SIDE,MD,,810905,9348,395158,137808,2017-09-26T02:04:00.000Z
-77.062133669900007,38.906816882599998,1880919,,,,,,,P055,NO PARKING ANYTIME,BLOCK   3200 N ST NW SOUTH SIDE,DC,,804497,3875,394611,137663,2017-09-26T05:09:00.000Z
-77.062133669900007,38.906816882599998,1880920,,,,,,,P269,NO STANDING ANYTIME,BLOCK   3200 N ST NW NORTH SIDE,DC,,804497,3875,394611,137663,2017-09-26T05:13:00.000Z
-77.048859814400004,38.918344856099999,1880921,,,,,,,P055,NO PARKING ANYTIME,BLOCK   2100 KALORAMA RD NW NORTH *,DC,,801090,918,395763,138942,2017-09-26T05:30:00.000Z
-77.056438241099997,38.906873822800002,1880922,,,,,,,P269,NO STANDING ANYTIME,BLOCK   2700 N ST NW SOUTH SIDE,DC,,810648,9124,395105,137669,2017-09-27T00:16:00.000Z
-77.056438241099997,38.906873822800002,1880923,,,,,,,P269,NO STANDING ANYTIME,BLOCK   2700 N ST NW NORTH SIDE,DC,,810648,9124,395105,137669,2017-09-27T00:21:00.000Z
-77.058663381900004,38.90685471,1880924,,,,,,,P269,NO STANDING ANYTIME,BLOCK   2900 N ST NW SOUTH SIDE,DC,,812562,10796,394912,137667,2017-09-27T01:44:00.000Z
-77.060208293,38.906835907400001,1880925,,,,,,,P055,NO PARKING ANYTIME,BLOCK   3000 N ST NW NORTH SIDE,DC,,805089,4380,394778,137665,2017-09-27T01:48:00.000Z
-77.066941360100003,38.9067872018,1880926,,,,,,,P269,NO STANDING ANYTIME,BLOCK   3300 N ST NW SOUTH SIDE,DC,,802235,1854,394194,137660,2017-09-27T01:53:00.000Z
-77.067039182599999,38.912732654599999,1880927,,,,,,,P269,NO STANDING ANYTIME,BLOCK   3400 RESERVOIR RD NW SOUTH*,DC,,801833,1690,394186,138320,2017-09-27T01:59:00.000Z
-77.067904405899995,38.913209597,1880928,,,,,,,P055,NO PARKING ANYTIME,BLOCK   1600 34TH ST NW EAST SIDE,DC,,802138,1786,394111,138373,2017-09-27T02:02:00.000Z
-77.055828168100007,38.908126276600001,1880929,,,,,,,P055,NO PARKING ANYTIME,BLOCK   1400 27TH ST NW WEST SIDE,DC,,810905,9348,395158,137808,2017-09-27T02:10:00.000Z
-77.067904405899995,38.913209597,1880930,,,,,,,P055,NO PARKING ANYTIME,BLOCK   1600 34TH ST NW EAST SIDE,DC,,802138,1786,394111,138373,2017-09-28T05:14:00.000Z
-77.066017140900001,38.904760848199999,1880931,,,,,,,P055,NO PARKING ANYTIME,BLOCK   1200 33RD ST NW,NY,,810475,8978,394274,137435,2017-09-15T04:14:00.000Z
-77.062133669900007,38.906816882599998,1880932,,,,,,,P055,NO PARKING ANYTIME,BLOCK   3200 N ST NW,DC,,804497,3875,394611,137663,2017-09-15T04:25:00.000Z
-77.028089185,38.881435432899998,1880933,,,,,,,P055,NO PARKING ANYTIME,FRONT   1100 MAINE AVE SW NORTH SI*,VA,,302697,8260,397563,134844,2017-09-02T17:48:00.000Z
-77.028089185,38.881435432899998,1880934,,,,,,,P055,NO PARKING ANYTIME,FRONT   1100 MAINE AVE SW NORTH SI*,VA,,302697,8260,397563,134844,2017-09-02T18:12:00.000Z
-77.028089185,38.881435432899998,1880935,,,,,,,P055,NO PARKING ANYTIME,FRONT   1100 MAINE AVE SW NORTH SI*,MD,,302697,8260,397563,134844,2017-09-02T18:14:00.000Z
-77.028089185,38.881435432899998,1880936,,,,,,,P055,NO PARKING ANYTIME,FRONT   1100 MAINE AVE SW NORTH SI*,VA,,302697,8260,397563,134844,2017-09-02T18:15:00.000Z
-77.028089185,38.881435432899998,1880937,,,,,,,P055,NO PARKING ANYTIME,FRONT   1100 MAINE AVE SW NORTH SI*,VA,,302697,8260,397563,134844,2017-09-02T18:16:00.000Z
-77.025974650699993,38.961510920099997,1880975,,,,,,,P046,PARK IN SCHOOL ZONE,BLOCK   5900 9TH ST NW EAST SIDE,VA,,811002,9436,397749,143733,2017-09-21T10:39:00.000Z
-77.033419431499993,38.9672202605,1880976,,,,,,,P318,"PARK IN MEDIAN, ISLAND, OR SAFETY ZONE",INTERSECTION   6400 14TH ST NW WES*,DC,,806757,5795,397104,144367,2017-09-25T06:21:00.000Z
-77.005879767899998,38.877015542,1880977,,,,,,,P385,"STOPPING, STANDING OR PARKING VEHICLE IN BIKE LANE",BLOCK   1200 1ST ST SE EAST SIDE,DC,,811507,9875,399490,134353,2017-09-30T17:14:00.000Z
-77.005879767899998,38.877015542,1880978,,,,,,,P385,"STOPPING, STANDING OR PARKING VEHICLE IN BIKE LANE",BLOCK   1200 1ST ST SE EAST SIDE,DC,,811507,9875,399490,134353,2017-09-30T17:17:00.000Z
-77.005879393699999,38.872475308299997,1880979,,,,,,,P014,EMERGENCY NO PARKING,BLOCK   1500 1ST ST SE EAST SIDE,VA,,816303,14533,399490,133849,2017-09-30T17:25:00.000Z
-77.004358536300003,38.877015608699999,1880980,,,,,,,P014,EMERGENCY NO PARKING,BLOCK   1200 NEW JERSEY AVE SE WES*,DC,,801034,874,399622,134353,2017-09-30T17:37:00.000Z
-77.004358536300003,38.877015608699999,1880981,,,,,,,P014,EMERGENCY NO PARKING,BLOCK   1200 NEW JERSEY AVE SE WES*,DC,,801034,874,399622,134353,2017-09-30T17:42:00.000Z
-77.004358536300003,38.877015608699999,1880982,,,,,,,P014,EMERGENCY NO PARKING,BLOCK   1200 NEW JERSEY AVE SE EAS*,HI,,801034,874,399622,134353,2017-09-30T17:51:00.000Z
-77.004358536300003,38.877015608699999,1880983,,,,,,,P014,EMERGENCY NO PARKING,BLOCK   1200 NEW JERSEY AVE SE WES*,DC,,801034,874,399622,134353,2017-09-30T17:54:00.000Z
-77.001466569900003,38.909986317300003,1880984,,,,,,,P361,COMMERCIAL MOTOR VEHICLE - NOT OUT OF SERVICE,BLOCK    300 NEW YORK AVE NE EASTB*,VA,,806455,5546,399873,138013,2017-09-18T10:53:00.000Z
-77.021920185300004,38.9091194688,1880985,,,,,,,P361,COMMERCIAL MOTOR VEHICLE - NOT OUT OF SERVICE,BLOCK   1500 7TH ST NW SOUTHBOUND,VA,,809583,8191,398099,137917,2017-09-18T16:16:00.000Z
-77.021920185300004,38.9091194688,1880986,,,,,,,P361,COMMERCIAL MOTOR VEHICLE - NOT OUT OF SERVICE,BLOCK   1500 7TH ST NW SOUTHBOUND,VA,,809583,8191,398099,137917,2017-09-18T16:19:00.000Z
-76.936582031599997,38.891132632900003,1880987,,,,,,,P332,ABANDON VEHICLE ON PUBLIC/PRIVATE PROPERTY VIOL 1,REAR     55 46TH ST NE WESTBOUND,MD,,8445,11881,405502,135922,2017-09-05T13:13:00.000Z
-76.949627965,38.894481093400003,1880988,,,,,,,P332,ABANDON VEHICLE ON PUBLIC/PRIVATE PROPERTY VIOL 1,BLOCK   4045 MINNESOTA AVE NE NA,DC,,801479,1093,404370,136293,2017-09-06T11:00:00.000Z
-76.949627965,38.894481093400003,1880989,,,,,,,P332,ABANDON VEHICLE ON PUBLIC/PRIVATE PROPERTY VIOL 1,BLOCK   4045 MINNESOTA AVE NE NA,VA,,801479,1093,404370,136293,2017-09-06T11:03:00.000Z
-76.949627965,38.894481093400003,1880990,,,,,,,P332,ABANDON VEHICLE ON PUBLIC/PRIVATE PROPERTY VIOL 1,BLOCK   4045 MINNESOTA AVE NE NA,DC,,801479,1093,404370,136293,2017-09-06T11:04:00.000Z
-76.949627965,38.894481093400003,1880991,,,,,,,P332,ABANDON VEHICLE ON PUBLIC/PRIVATE PROPERTY VIOL 1,BLOCK   4045 MINNESOTA AVE NE NA,DC,,801479,1093,404370,136293,2017-09-06T11:08:00.000Z
-76.949627965,38.894481093400003,1880992,,,,,,,P332,ABANDON VEHICLE ON PUBLIC/PRIVATE PROPERTY VIOL 1,BLOCK   4045 MINNESOTA AVE NE NA,MD,,801479,1093,404370,136293,2017-09-06T11:10:00.000Z
-76.949627965,38.894481093400003,1880993,,,,,,,P332,ABANDON VEHICLE ON PUBLIC/PRIVATE PROPERTY VIOL 1,BLOCK   4045 MINNESOTA AVE NE NA,TX,,801479,1093,404370,136293,2017-09-06T11:13:00.000Z
-76.931391978700006,38.882274458399998,1880994,,,,,,,P020,PARK WITHIN 10 FEET OF A FIRE HYDRANT,BLOCK   5059 KIMI GRAY CT SE EAST *,MD,,815562,13701,405953,134939,2017-09-26T08:39:00.000Z
-76.988790891099995,38.864727686400002,1880995,,,,,,,P055,NO PARKING ANYTIME,OPPOSITE   1200 W ST SE SOUTH SIDE,DC,,805796,4963,400973,132989,2017-09-01T12:03:00.000Z
-76.978146063400004,38.895958273300003,1882581,,,,,,,P338,DANGEROUS VEHICLE ON PRIV/PUBLIC PROP VIOL 1,FRONT OF   1827 E ST NE SOUTH SIDE,XX,,55227,12712,401896,136456,2017-09-14T09:16:00.000Z
-76.9792214016,38.884707007899998,1882440,,,,,,,P338,DANGEROUS VEHICLE ON PRIV/PUBLIC PROP VIOL 1,REAR OF 315 18TH ST SE WEST SIDE,XX,,39602,11257,401803,135207,2017-09-07T09:35:00.000Z
-77.013668997300002,38.870123462400002,1882441,,,,,,,P332,ABANDON VEHICLE ON PUBLIC/PRIVATE PROPERTY VIOL 1,  1700 BLOCK 2ND ST SW WEST SIDE,MD,,800344,291,398814,133588,2017-09-12T09:31:00.000Z
-77.069855667400006,38.904128031100001,1882442,,,,,,,P338,DANGEROUS VEHICLE ON PRIV/PUBLIC PROP VIOL 1,OPPOSITE OF   3524 WATER ST NW NOR*,VA,,309297,4512,393941,137365,2017-09-13T14:17:00.000Z
-77.069855667400006,38.904128031100001,1882443,,,,,,,P332,ABANDON VEHICLE ON PUBLIC/PRIVATE PROPERTY VIOL 1,OPPOSITE OF   3524 WATER ST NW NOR*,DC,,309297,4512,393941,137365,2017-09-13T14:42:00.000Z
-77.011358220800005,38.904175389199999,1882478,,,,,,,P332,ABANDON VEHICLE ON PUBLIC/PRIVATE PROPERTY VIOL 1,  1100 BLOCK 1ST TER NW EAST SIDE,TX,,816183,,399015,137368,2017-09-18T12:07:00.000Z
-77.011703816299999,38.902526826200003,1882482,,,,,,,P159,NO STOPPING OR STANDING IN AM RUSH HOUR ZONE, UNIT BLOCK K ST NW NORTH SIDE,VA,,803718,3327,398985,137185,2017-09-29T07:01:00.000Z
-77.019704355900004,38.901399705899998,1882483,,,,,,,P159,NO STOPPING OR STANDING IN AM RUSH HOUR ZONE,   600 BLOCK MASSACHUSETTS AVE NW *,DC,,809776,8351,398291,137060,2017-09-29T07:07:00.000Z
-77.007013028399996,38.9162919531,1882196,,,,,,,P025,PARK LESS THAN 40 FEET FROM AN INTERSECTION, UNIT BLOCK TODD PL NE NORTH SIDE,DC,,808432,7220,399392,138713,2017-09-26T00:06:00.000Z
-77.003507493300006,38.912977043200002,1882197,,,,,,,P013,PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,  1700 BLOCK 2ND ST NE EAST SIDE,DC,,810943,9382,399696,138345,2017-09-26T00:14:00.000Z
-76.988369132599999,38.907373327400002,1882198,,,,,,,P013,PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,FRONT OF   1107 QUEEN ST NE EAST S*,DC,,74368,7592,401009,137723,2017-09-28T00:06:00.000Z
-76.988369132599999,38.907373327400002,1882199,,,,,,,P113,FAIL TO DISPLAY CURRENT INSPECTION STICKER,FRONT OF   1107 QUEEN ST NE EAST S*,DC,,74368,7592,401009,137723,2017-09-28T00:08:00.000Z
-77.006551422699999,38.912238228299998,1882200,,,,,,,P025,PARK LESS THAN 40 FEET FROM AN INTERSECTION,  1600 BLOCK 1ST ST NE EAST SIDE,MD,,807425,6368,399432,138263,2017-09-28T00:17:00.000Z
-77.006551422699999,38.912238228299998,1882201,,,,,,,P013,PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,  1600 BLOCK 1ST ST NE EAST SIDE,DC,,807425,6368,399432,138263,2017-09-28T00:19:00.000Z
-77.006551422699999,38.912238228299998,1882202,,,,,,,P025,PARK LESS THAN 40 FEET FROM AN INTERSECTION,  1600 BLOCK 1ST ST NE WEST SIDE,DC,,807425,6368,399432,138263,2017-09-28T00:21:00.000Z
-77.008408086499998,38.914832510799997,1882203,,,,,,,P020,PARK WITHIN 10 FEET OF A FIRE HYDRANT, UNIT BLOCK SEATON PL NE SOUTH SIDE,DC,,813061,11233,399271,138551,2017-09-28T00:25:00.000Z
-77.008408086499998,38.914832510799997,1882204,,,,,,,P024,PARK LESS THAN 25 FEET FROM AN INTERSECTION, UNIT BLOCK SEATON PL NE NORTH SIDE,TX,,813061,11233,399271,138551,2017-09-28T00:27:00.000Z
-77.010610098699999,38.912607272099997,1883351,,,,,,,P112,FAIL TO REPORT FOR INSPECTION.,FRONT OF     37 BLOCK R ST NW NORT*,DC,,802270,1884,399080,138304,2017-09-15T17:11:00.000Z
-77.010610098699999,38.912607272099997,1883352,,,,,,,P012,DISOBEYING OFFICIAL SIGN,FRONT OF     21 BLOCK R ST NW NORT*,MD,,802270,1884,399080,138304,2017-09-15T17:14:00.000Z
-77.023178585099998,38.914244972299997,1883353,,,,,,,P012,DISOBEYING OFFICIAL SIGN,FRONT OF   1800 8TH ST NW WEST SIDE,MD,,239877,1751,397990,138486,2017-09-15T18:01:00.000Z
-76.978491150899998,38.898408612600001,1883738,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,FRONT OF   1733 GALES PL NE SOUTH *,DC,,286456,3177,401866,136728,2017-09-19T09:42:00.000Z
-77.033464304099994,38.915341496099998,1883739,,,,,,,P168,NO FRONT TAGS.,FRONT OF   1436 T ST NW SOUTH SIDE,XX,,240033,11387,397098,138608,2017-09-22T09:22:00.000Z
-77.028128540899999,38.893560703799999,1883824,,,,,,,P007,PARK IN A BUS ZONE,FRONT OF    200 12TH ST NW WEST SI*,VA,,814423,12430,397560,136190,2017-09-16T06:39:00.000Z
-77.016532302800002,38.893905238899997,1883825,,,,,,,P386,RELOCATE TOW FEE,FRONT OF    301 C ST NW NORTH SIDE,VA,,301588,10438,398566,136228,2017-09-16T07:05:00.000Z
-76.986619630500002,38.953036264399998,1883537,,,,,,,P332,ABANDON VEHICLE ON PUBLIC/PRIVATE PROPERTY VIOL 1,OPPOSITE OF   5010 EASTERN AVE NE *,DC,,15291,8414,401160,142792,2017-09-19T09:24:00.000Z
-77.016946176600001,38.840728527099998,1878209,,,,,,,P012,DISOBEYING OFFICIAL SIGN,200 CHAPPIE JAMES BLVD SW AT WEST *,MD,,810067,8612,398529,130325,2017-09-29T10:10:00.000Z
