X,Y,OBJECTID,ROWID_,DAY_OF_WEEK,HOLIDAY,WEEK_OF_YEAR,MONTH_OF_YEAR,ISSUE_TIME,VIOLATION_CODE,VIOLATION_DESCRIPTION,LOCATION,RP_PLATE_STATE,BODY_STYLE,ADDRESS_ID,STREETSEGID,XCOORD,YCOORD,TICKET_ISSUE_DATE
-76.963912112,38.868100803200001,1863381,,,,,,,P055,NO PARKING ANYTIME,1700 31ST ST SE,MD,,808179,7007,403132,133364,2017-09-06T23:08:00.000Z
-76.963912112,38.868100803200001,1863382,,,,,,,P055,NO PARKING ANYTIME,1700 31ST ST SE,DC,,808179,7007,403132,133364,2017-09-06T23:10:00.000Z
-76.963912112,38.868100803200001,1863383,,,,,,,P055,NO PARKING ANYTIME,1700 31ST ST SE, ,,808179,7007,403132,133364,2017-09-06T23:12:00.000Z
-76.977358096100005,38.8725363207,1863384,,,,,,,P055,NO PARKING ANYTIME,1400 19TH ST SE,DC,,812160,10436,401965,133856,2017-09-06T23:48:00.000Z
-76.976274087099995,38.874869281599999,1863385,,,,,,,P050,PARKED WITHIN 25 FEET OF A STOP SIGN,2200 NICHOLSON ST SE,DC,,800401,15349,402059,134115,2017-09-06T23:58:00.000Z
-76.974822761200002,38.872842087400002,1863386,,,,,,,P050,PARKED WITHIN 25 FEET OF A STOP SIGN,2200 PROUT ST SE,DC,,50766,11829,402185,133890,2017-09-07T00:02:00.000Z
-76.976228548700007,38.873193709699997,1863387,,,,,,,P055,NO PARKING ANYTIME,2100 YOUNG ST SE,MD,,51892,1731,402063,133929,2017-09-07T00:08:00.000Z
-76.976228548700007,38.873193709699997,1863388,,,,,,,P050,PARKED WITHIN 25 FEET OF A STOP SIGN,2100 YOUNG ST SE,MD,,51892,1731,402063,133929,2017-09-07T00:08:00.000Z
-76.976228548700007,38.873193709699997,1863389,,,,,,,P172,FAILURE TO SECURE DC TAGS,2100 YOUNG ST SE,MD,,51892,1731,402063,133929,2017-09-07T00:08:00.000Z
-77.036886174599999,38.910043561899997,1863390,,,,,,,P168,NO FRONT TAGS.,1500 16TH ST NW,DC,,243309,5171,396801,138020,2017-09-07T00:18:00.000Z
-76.986071022600001,38.867592069099999,1863391,,,,,,,P168,NO FRONT TAGS.,1300 T ST SE,DC,,810634,9112,401209,133307,2017-09-07T00:24:00.000Z
-76.978764576200007,38.870581760900002,1863392,,,,,,,P050,PARKED WITHIN 25 FEET OF A STOP SIGN,1600 18TH ST SE,DC,,60515,12792,401843,133639,2017-09-07T00:30:00.000Z
-76.978764576200007,38.870581760900002,1863393,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,1600 18TH ST SE,DC,,60515,12792,401843,133639,2017-09-07T00:30:00.000Z
-76.978764576200007,38.870581760900002,1863394,,,,,,,P316,IMPROPER DISPLAY OF TAGS,1600 18TH ST SE,DC,,60515,12792,401843,133639,2017-09-07T00:34:00.000Z
-76.966549761300001,38.8705068338,1863395,,,,,,,P168,NO FRONT TAGS.,1600 28TH PL SE,DC,,286325,5031,402903,133631,2017-09-07T02:08:00.000Z
-76.97274798399999,38.874129823200001,1863396,,,,,,,P002,STAND OR PARK IN ALLEY,2323 PENNSYLVANIA AV SE,DC,,48543,2250,402365,134033,2017-09-21T23:28:00.000Z
-77.032580737700002,38.899505068700002,1863403,,,,,,,P259,NO STOPPING OR STANDING IN PM RUSH HOUR ZONE,1425 NEW YORK AV NW,DC,,300903,732,397174,136850,2017-09-19T17:35:00.000Z
-77.036560184799995,38.881397054700003,1863478,,,,,,,P269,NO STANDING ANYTIME,701 EAST BASIN DR SW,FL,,313482,,396828,134840,2017-09-03T18:35:00.000Z
-77.036560184799995,38.881397054700003,1863479,,,,,,,P269,NO STANDING ANYTIME,701 EAST BASIN DR SW,WI,,313482,,396828,134840,2017-09-03T18:37:00.000Z
-77.036560184799995,38.881397054700003,1863480,,,,,,,P269,NO STANDING ANYTIME,701 EAST BASIN DR SW,NJ,,313482,,396828,134840,2017-09-03T20:42:00.000Z
-77.036560184799995,38.881397054700003,1863481,,,,,,,P269,NO STANDING ANYTIME,701 EAST BASIN DR SW,MD,,313482,,396828,134840,2017-09-03T18:43:00.000Z
-77.036560184799995,38.881397054700003,1863482,,,,,,,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,701 EAST BASIN DR SW,CA,,313482,,396828,134840,2017-09-03T18:46:00.000Z
-77.036560184799995,38.881397054700003,1863483,,,,,,,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,701 EAST BASIN DR SW,VA,,313482,,396828,134840,2017-09-03T18:48:00.000Z
-76.977957790600001,38.871050048599997,1863207,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1828 Q ST SE,DC,,55263,1398,401913,133691,2017-09-06T00:45:00.000Z
-76.934960598800004,38.8995635757,1863213,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,4621 HAYES ST NE,MD,,18946,704,405642,136858,2017-09-20T08:33:00.000Z
-77.034033520799994,38.900009122699998,1839342,,,,,,,P007,PARK IN A BUS ZONE,1500 H ST NW,MD,,218299,7099,397048,136906,2017-09-17T17:00:00.000Z
-77.034033520799994,38.900009122699998,1839343,,,,,,,P055,NO PARKING ANYTIME,1500 H ST NW,MD,,218299,7099,397048,136906,2017-09-17T17:00:00.000Z
-77.007810968900003,38.832153444699998,1839197,,,,,,,P042,PARK ON PUBLIC SPACE,3920 S CAPITOL ST SE,DC,,29211,4750,399322,129373,2017-09-02T11:30:00.000Z
-77.034033520799994,38.900009122699998,1839226,,,,,,,P007,PARK IN A BUS ZONE,1500 H ST NW,WA,,218299,7099,397048,136906,2017-09-03T15:51:00.000Z
-77.032404439900006,38.917449745,1839234,,,,,,,P012,DISOBEYING OFFICIAL SIGN,2000 14TH ST NW,DC,,239976,3449,397190,138842,2017-09-11T13:08:00.000Z
-77.017566678899996,38.975042868099997,1839086,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,DC,,294822,6515,398478,145235,2017-09-15T14:10:00.000Z
-77.017566678899996,38.975042868099997,1839087,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,DC,,294822,6515,398478,145235,2017-09-15T14:10:00.000Z
-77.017566678899996,38.975042868099997,1839088,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-15T14:15:00.000Z
-77.017566678899996,38.975042868099997,1839089,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-15T14:15:00.000Z
-77.017566678899996,38.975042868099997,1839090,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,FL,,294822,6515,398478,145235,2017-09-15T14:20:00.000Z
-77.017566678899996,38.975042868099997,1839091,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-15T14:20:00.000Z
-77.017566678899996,38.975042868099997,1839092,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-15T14:20:00.000Z
-77.017566678899996,38.975042868099997,1839093,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-15T14:27:00.000Z
-76.9956298643,38.952802733200002,1839120,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,550 GALLOWAY ST NE,MO,,810847,9296,400379,142766,2017-09-03T09:10:00.000Z
-76.946812126799998,38.898740803099997,1839121,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,4120 MINNESOTA AV NE, ,,316352,1394,404614,136766,2017-09-06T08:55:00.000Z
-77.041830601100003,38.906861949499998,1838857,,,,,,,P010,OBSTRUCTING CROSSWALK,1200 CONNECTICUT AV NW,DC,,811171,9570,396372,137667,2017-09-01T00:02:00.000Z
-77.069763269199996,38.903956927599999,1838858,,,,,,,P055,NO PARKING ANYTIME,3500 WATER ST NW,MD,,311453,4512,393949,137346,2017-09-01T20:24:00.000Z
-77.069763269199996,38.903956927599999,1838859,,,,,,,P055,NO PARKING ANYTIME,3500 WATER ST NW,IL,,311453,4512,393949,137346,2017-09-01T20:25:00.000Z
-77.039847661600007,38.907042809700002,1838860,,,,,,,P199,PARK IN A DESIGNATED ENTRANCE,1734 N ST NW,VA,,290199,4138,396544,137687,2017-09-02T23:21:00.000Z
-77.0381421238,38.930104705200002,1838879,,,,,,,P007,PARK IN A BUS ZONE,3146 MT PLEASANT ST NW,MD,,236468,10578,396693,140247,2017-09-12T20:29:00.000Z
-77.028831282200002,38.8925335781,1840309,,,,,,,P007,PARK IN A BUS ZONE,1201 CONSTITUTION AV NW,VA,,218043,8128,397499,136076,2017-09-04T16:20:00.000Z
-77.028831282200002,38.8925335781,1840310,,,,,,,P007,PARK IN A BUS ZONE,1201 CONSTITUTION AV NW,MD,,218043,8128,397499,136076,2017-09-04T16:20:00.000Z
-77.028831282200002,38.8925335781,1840311,,,,,,,P007,PARK IN A BUS ZONE,1201 CONSTITUTION AV NW,PA,,218043,8128,397499,136076,2017-09-04T16:20:00.000Z
-77.028831282200002,38.8925335781,1840312,,,,,,,P007,PARK IN A BUS ZONE,1201 CONSTITUTION AV NW,DE,,218043,8128,397499,136076,2017-09-04T16:20:00.000Z
-77.007181956400004,38.876240747,1840313,,,,,,,P055,NO PARKING ANYTIME,1200 HALF ST SE,DC,,316357,2530,399377,134267,2017-09-12T09:55:00.000Z
-77.007181956400004,38.876240747,1840314,,,,,,,P055,NO PARKING ANYTIME,1200 HALF ST SE,DC,,316357,2530,399377,134267,2017-09-12T10:07:00.000Z
-77.033521520799994,38.938943267699997,1840730,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,3900 14TH ST NW,NE,,243457,5332,397094,141228,2017-09-07T00:25:00.000Z
-77.033521520799994,38.938943267699997,1840731,,,,,,,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,3900 14TH ST NW,NE,,243457,5332,397094,141228,2017-09-07T00:30:00.000Z
-77.017566678899996,38.975042868099997,1840337,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-12T09:13:00.000Z
-77.017566678899996,38.975042868099997,1840338,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,DC,,294822,6515,398478,145235,2017-09-12T09:29:00.000Z
-77.017566678899996,38.975042868099997,1840339,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-12T09:33:00.000Z
-77.017566678899996,38.975042868099997,1840340,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,DC,,294822,6515,398478,145235,2017-09-12T09:35:00.000Z
-77.017566678899996,38.975042868099997,1840347,,,,,,,P322,PARK OVERTIME IN TIMED ZONE,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-01T16:31:00.000Z
-77.017566678899996,38.975042868099997,1840348,,,,,,,P322,PARK OVERTIME IN TIMED ZONE,327 CEDAR ST NW,DC,,294822,6515,398478,145235,2017-09-01T16:34:00.000Z
-77.017566678899996,38.975042868099997,1840349,,,,,,,P322,PARK OVERTIME IN TIMED ZONE,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-01T04:38:00.000Z
-77.017566678899996,38.975042868099997,1840350,,,,,,,P322,PARK OVERTIME IN TIMED ZONE,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-01T16:41:00.000Z
-77.017566678899996,38.975042868099997,1840351,,,,,,,P322,PARK OVERTIME IN TIMED ZONE,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-01T16:43:00.000Z
-77.017566678899996,38.975042868099997,1840352,,,,,,,P322,PARK OVERTIME IN TIMED ZONE,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-01T16:48:00.000Z
-77.017566678899996,38.975042868099997,1840353,,,,,,,P322,PARK OVERTIME IN TIMED ZONE,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-01T16:51:00.000Z
-76.997317399,38.868466684700003,1840409,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,1700 ANACOSTIA DR SE,PA,,809449,8083,400233,133404,2017-09-19T10:10:00.000Z
-76.997317399,38.868466684700003,1840410,,,,,,,P168,NO FRONT TAGS.,1700 ANACOSTIA DR SE,VA,,809449,8083,400233,133404,2017-09-19T10:30:00.000Z
-76.997317399,38.868466684700003,1840411,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,1700 ANACOSTIA DR SE,VA,,809449,8083,400233,133404,2017-09-19T10:33:00.000Z
-76.997317399,38.868466684700003,1840412,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,1700 ANACOSTIA DR SE,DC,,809449,8083,400233,133404,2017-09-19T10:42:00.000Z
-76.997317399,38.868466684700003,1840413,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,1700 ANACOSTIA DR SE,DC,,809449,8083,400233,133404,2017-09-19T10:47:00.000Z
-76.997317399,38.868466684700003,1840414,,,,,,,P168,NO FRONT TAGS.,1700 ANACOSTIA DR SE,DC,,809449,8083,400233,133404,2017-09-19T10:48:00.000Z
-76.949627965,38.894481093400003,1840415,,,,,,,P035,NOT PARKED IN A METER SPACE,4000 MINNESOTA AV NE,DC,,801479,1093,404370,136293,2017-09-21T17:20:00.000Z
-76.927915196399994,38.901262021500003,1840492,,,,,,,P314,FAIL TO PROPERLY AFFIX VALIDATION STICKERS,800 50TH PL NE,DC,,805875,5028,406253,137047,2017-09-20T14:04:00.000Z
-76.927915196399994,38.901262021500003,1840493,,,,,,,P011,PARK MORE THAN 12 INCHES FROM CURB,800 50TH PL NE,DC,,805875,5028,406253,137047,2017-09-20T14:04:00.000Z
-76.928261039199995,38.901271242699998,1840494,,,,,,,P011,PARK MORE THAN 12 INCHES FROM CURB,836 50TH PL NE,DC,,81232,5028,406223,137048,2017-09-20T14:12:00.000Z
-76.928261039199995,38.901271242699998,1840495,,,,,,,P168,NO FRONT TAGS.,836 50TH PL NE,DC,,81232,5028,406223,137048,2017-09-20T14:14:00.000Z
-76.928192285899996,38.900856815799997,1840496,,,,,,,P011,PARK MORE THAN 12 INCHES FROM CURB,825 50TH PL NE,DC,,80872,5028,406229,137002,2017-09-20T14:16:00.000Z
-76.936850349500006,38.9005375156,1840497,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,810 46TH ST NE,VA,,80002,1433,405478,136966,2017-09-16T14:54:00.000Z
-76.936850349500006,38.9005375156,1840498,,,,,,,P063,PARK FOR PURPOSE OF VEHICLE SALE OR REPAIR,810 46TH ST NE,VA,,80002,1433,405478,136966,2017-09-16T14:56:00.000Z
-76.931996279100005,38.889139201600003,1840499,,,,,,,P013,PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,4900 AYERS PL,DC,,288296,12304,405900,135701,2017-09-10T04:00:00.000Z
-77.012164459600001,38.899590054199997,1840534,,,,,,,P050,PARKED WITHIN 25 FEET OF A STOP SIGN,800 1ST ST NW,VA,,801029,869,398945,136859,2017-09-02T16:12:00.000Z
-77.012164459600001,38.899590054199997,1840535,,,,,,,P050,PARKED WITHIN 25 FEET OF A STOP SIGN,800 1ST ST NW,DC,,801029,869,398945,136859,2017-09-02T22:36:00.000Z
-77.012164459600001,38.899590054199997,1840536,,,,,,,P050,PARKED WITHIN 25 FEET OF A STOP SIGN,800 1ST ST NW,DC,,801029,869,398945,136859,2017-09-09T20:54:00.000Z
-77.012164459600001,38.899590054199997,1840537,,,,,,,P050,PARKED WITHIN 25 FEET OF A STOP SIGN,800 1ST ST NW,MD,,801029,869,398945,136859,2017-09-15T14:14:00.000Z
-77.012164459600001,38.899590054199997,1840538,,,,,,,P050,PARKED WITHIN 25 FEET OF A STOP SIGN,800 1ST ST NW,MD,,801029,869,398945,136859,2017-09-15T14:18:00.000Z
-77.013293455600007,38.895509142100003,1840539,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,425 2ND ST NW,GA,,299726,14366,398847,136406,2017-09-15T18:00:00.000Z
-77.038379684500001,38.900070834099999,1840264,,,,,,,P007,PARK IN A BUS ZONE,1600 H ST NW,MD,,310845,7242,396671,136913,2017-09-03T19:10:00.000Z
-77.038379684500001,38.900070834099999,1840265,,,,,,,P007,PARK IN A BUS ZONE,1600 H ST NW,MD,,310845,7242,396671,136913,2017-09-03T21:13:00.000Z
-77.038379684500001,38.900070834099999,1840266,,,,,,,P007,PARK IN A BUS ZONE,1600 H ST NW,NC,,310845,7242,396671,136913,2017-09-03T19:19:00.000Z
-77.027067485499998,38.892092589900003,1840267,,,,,,,P007,PARK IN A BUS ZONE,1200 CONSTITUTION AV NW,VA,,809136,7822,397652,136027,2017-09-04T16:20:00.000Z
-77.027067485499998,38.892092589900003,1840268,,,,,,,P007,PARK IN A BUS ZONE,1200 CONSTITUTION AV NW,MD,,809136,7822,397652,136027,2017-09-04T16:22:00.000Z
-77.027067485499998,38.892092589900003,1840269,,,,,,,P007,PARK IN A BUS ZONE,1200 CONSTITUTION AV NW,VA,,809136,7822,397652,136027,2017-09-04T16:25:00.000Z
-77.018906958200006,38.8940940544,1841704,,,,,,,P012,DISOBEYING OFFICIAL SIGN,500 INDIANA AV NW,VA,,285553,14,398360,136249,2017-09-01T10:00:00.000Z
-77.018906958200006,38.8940940544,1841705,,,,,,,P012,DISOBEYING OFFICIAL SIGN,500 INDIANA AV NW,DC,,285553,14,398360,136249,2017-09-01T10:25:00.000Z
-77.018906958200006,38.8940940544,1841706,,,,,,,P012,DISOBEYING OFFICIAL SIGN,500 INDIANA AV NW,MD,,285553,14,398360,136249,2017-09-01T13:15:00.000Z
-77.018906958200006,38.8940940544,1841707,,,,,,,P012,DISOBEYING OFFICIAL SIGN,500 INDIANA AV NW,MD,,285553,14,398360,136249,2017-09-05T09:45:00.000Z
-77.018906958200006,38.8940940544,1841708,,,,,,,P012,DISOBEYING OFFICIAL SIGN,500 INDIANA AV NW,VA,,285553,14,398360,136249,2017-09-05T09:50:00.000Z
-77.018906958200006,38.8940940544,1841709,,,,,,,P012,DISOBEYING OFFICIAL SIGN,500 INDIANA AV NW,MD,,285553,14,398360,136249,2017-09-05T09:55:00.000Z
-77.018906958200006,38.8940940544,1841710,,,,,,,P012,DISOBEYING OFFICIAL SIGN,500 INDIANA AV NW,DC,,285553,14,398360,136249,2017-09-06T09:20:00.000Z
-77.018906958200006,38.8940940544,1841711,,,,,,,P012,DISOBEYING OFFICIAL SIGN,500 INDIANA AV NW,NC,,285553,14,398360,136249,2017-09-06T09:25:00.000Z
-77.018906958200006,38.8940940544,1841712,,,,,,,P012,DISOBEYING OFFICIAL SIGN,500 INDIANA AV NW,DC,,285553,14,398360,136249,2017-09-06T09:30:00.000Z
-77.018906958200006,38.8940940544,1841713,,,,,,,P012,DISOBEYING OFFICIAL SIGN,500 INDIANA AV NW,DC,,285553,14,398360,136249,2017-09-07T11:56:00.000Z
-77.02491406,38.898128675899997,1841817,,,,,,,P031,UNAUTHORIZED VEHICLE IN LOADING ZONE,916 G ST NW,VA,,243267,8835,397839,136697,2017-09-09T23:30:00.000Z
-77.040352954400007,38.903511362,1841829,,,,,,,P269,NO STANDING ANYTIME,1050 CONNECTICUT AV NW,VA,,243417,4297,396500,137295,2017-09-22T17:25:00.000Z
-77.043903851699994,38.90357314,1841831,,,,,,,NO VIOL,,1900 L ST NW,VA,,242547,9712,396192,137302,2017-09-08T09:15:00.000Z
-77.003240637800005,38.876493158099997,1841855,,,,,,,P054,PARKED ON DESIGNATED VENDOR AREA,200 M ST SE,MD,,806087,5227,399719,134295,2017-09-15T11:00:00.000Z
-76.994073940500002,38.934326667299999,1843399,,,,,,,P039,PARK AT EXPIRED METER,801 MICHIGAN AV NE,DC,,802265,1880,400514,140715,2017-09-07T16:50:00.000Z
-76.994073940500002,38.934326667299999,1843400,,,,,,,P039,PARK AT EXPIRED METER,801 MICHIGAN AV NE,DC,,802265,1880,400514,140715,2017-09-07T16:55:00.000Z
-77.028089185,38.881435432899998,1843482,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,VA,,302697,8260,397563,134844,2017-09-04T12:00:00.000Z
-77.028089185,38.881435432899998,1843483,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,DC,,302697,8260,397563,134844,2017-09-04T12:03:00.000Z
-77.028089185,38.881435432899998,1843484,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,MD,,302697,8260,397563,134844,2017-09-04T12:05:00.000Z
-77.028089185,38.881435432899998,1843485,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,NY,,302697,8260,397563,134844,2017-09-04T12:07:00.000Z
-77.028089185,38.881435432899998,1843486,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,DC,,302697,8260,397563,134844,2017-09-04T12:10:00.000Z
-77.028089185,38.881435432899998,1843487,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,VA,,302697,8260,397563,134844,2017-09-04T00:00:00.000Z
-77.030717565499998,38.882912147,1843488,,,,,,,P269,NO STANDING ANYTIME,1200 MAINE AV SW,MD,,802016,1617,397335,135008,2017-09-04T12:26:00.000Z
-77.028089185,38.881435432899998,1843489,,,,,,,P005,PARK ON OR UNDER AN ELEVATED STRUCTURE,1100 MAINE AV SW,VA,,302697,8260,397563,134844,2017-09-04T12:34:00.000Z
-77.028089185,38.881435432899998,1843490,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,DC,,302697,8260,397563,134844,2017-09-04T12:36:00.000Z
-76.946812126799998,38.898740803099997,1843326,,,,,,,P055,NO PARKING ANYTIME,4120 MINNESOTA AV NE,DC,,316352,1394,404614,136766,2017-09-05T19:31:00.000Z
-77.078642821800003,38.947911892500002,1843327,,,,,,,P259,NO STOPPING OR STANDING IN PM RUSH HOUR ZONE,4005 ALBEMARLE ST NW,CT,,802522,2227,393183,142226,2017-09-07T15:10:00.000Z
-77.064404044699998,38.944128116100003,1843328,,,,,,,P055,NO PARKING ANYTIME,4200 CONNECTICUT AV NW,DC,,297694,11166,394417,141805,2017-09-07T17:18:00.000Z
-77.046504879099999,38.914391158100003,1842897,,,,,,,P346,VALET PARKING/STAGING ZONE,1800 CONNECTICUT AV NW,MD,,235103,8283,395967,138503,2017-09-16T20:52:00.000Z
-77.061202618,38.936977250200002,1842898,,,,,,,P259,NO STOPPING OR STANDING IN PM RUSH HOUR ZONE,3000 PORTER ST NW,DC,,220880,3332,394694,141011,2017-09-21T17:43:00.000Z
-77.035536988399997,38.909647612800001,1842926,,,,,,,P429,"BUS LANE, UNAUTHORIZED VEHICLE PARKED IN",1600 P ST NW,PA,,801972,1579,396918,137976,2017-09-22T20:17:00.000Z
-77.035536988399997,38.909647612800001,1842927,,,,,,,P429,"BUS LANE, UNAUTHORIZED VEHICLE PARKED IN",1600 P ST NW,DC,,801972,1579,396918,137976,2017-09-22T20:20:00.000Z
-77.0555002981,38.931277839800003,1844752,,,,,,,P007,PARK IN A BUS ZONE,3131 CONNECTICUT AV NW,VA,,294459,2711,395188,140378,2017-09-09T16:30:00.000Z
-77.0555002981,38.931277839800003,1844753,,,,,,,P007,PARK IN A BUS ZONE,3131 CONNECTICUT AV NW,MD,,294459,2711,395188,140378,2017-09-09T16:32:00.000Z
-77.0555002981,38.931277839800003,1844754,,,,,,,P007,PARK IN A BUS ZONE,3131 CONNECTICUT AV NW,VA,,294459,2711,395188,140378,2017-09-09T16:33:00.000Z
-77.064404044699998,38.944128116100003,1844755,,,,,,,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,4200 CONNECTICUT AV NW,DC,,297694,11166,394417,141805,2017-09-09T17:04:00.000Z
-77.064404044699998,38.944128116100003,1844756,,,,,,,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,4200 CONNECTICUT AV NW,VA,,297694,11166,394417,141805,2017-09-09T17:25:00.000Z
-77.05912575,38.936113522299998,1844757,,,,,,,P007,PARK IN A BUS ZONE,3516 CONNECTICUT AV NW,MD,,276060,4175,394874,140915,2017-09-09T20:10:00.000Z
-76.949627965,38.894481093400003,1844759,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,4000 MINNESOTA AV NE,TN,,801479,1093,404370,136293,2017-09-03T14:58:00.000Z
-77.017566678899996,38.975042868099997,1844760,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-08T15:28:00.000Z
-77.017566678899996,38.975042868099997,1844761,,,,,,,P314,FAIL TO PROPERLY AFFIX VALIDATION STICKERS,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-08T15:40:00.000Z
-77.017566678899996,38.975042868099997,1844762,,,,,,,P314,FAIL TO PROPERLY AFFIX VALIDATION STICKERS,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-08T15:55:00.000Z
-76.994317143299995,38.921850164600002,1844763,,,,,,,P113,FAIL TO DISPLAY CURRENT INSPECTION STICKER,919 RHODE ISLAND AV NE,VA,,807944,6804,400493,139330,2017-09-09T16:27:00.000Z
-76.994317143299995,38.921850164600002,1844764,,,,,,,P113,FAIL TO DISPLAY CURRENT INSPECTION STICKER,919 RHODE ISLAND AV NE,VA,,807944,6804,400493,139330,2017-09-09T16:33:00.000Z
-76.994317143299995,38.921850164600002,1844765,,,,,,,P113,FAIL TO DISPLAY CURRENT INSPECTION STICKER,919 RHODE ISLAND AV NE,VA,,807944,6804,400493,139330,2017-09-09T17:30:00.000Z
-76.994317143299995,38.921850164600002,1844766,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,919 RHODE ISLAND AV NE,VA,,807944,6804,400493,139330,2017-09-09T17:30:00.000Z
-77.017566678899996,38.975042868099997,1844566,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,DC,,294822,6515,398478,145235,2017-09-12T09:35:00.000Z
-77.017566678899996,38.975042868099997,1844567,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,VA,,294822,6515,398478,145235,2017-09-12T09:37:00.000Z
-77.017566678899996,38.975042868099997,1844568,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-12T09:39:00.000Z
-77.017566678899996,38.975042868099997,1844569,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-12T09:41:00.000Z
-77.017566678899996,38.975042868099997,1844570,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-12T09:48:00.000Z
-77.017566678899996,38.975042868099997,1844571,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-12T09:49:00.000Z
-77.017566678899996,38.975042868099997,1844572,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-12T09:51:00.000Z
-77.017566678899996,38.975042868099997,1844573,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-12T09:53:00.000Z
-77.017566678899996,38.975042868099997,1844574,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,DC,,294822,6515,398478,145235,2017-09-12T10:02:00.000Z
-77.078747630400002,38.9488036419,1844575,,,,,,,P012,DISOBEYING OFFICIAL SIGN,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-21T09:12:00.000Z
